A1,0,90,0.5 1 1
A10,0,0,0.5 0.5 0.5
A2,0,80,0.5 0.5 1
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A3,0,70,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A4,0,60,0.5 0.5 0.5
A5,0,50,0 0 1
A5,0,50,0.5 0 1
A5,0,50,0.5 0 1
A6,0,40,0.5 1 0.5
A6,0,40,0.5 1 0.5
A6,0,40,0.5 1 0.5
A7,0,30,0.5 0.5 0.5
A7,0,30,0.5 0.5 0.5
A7,0,30,0.5 0 0.5
A7,0,30,0.5 0 0.5
A7,0,30,0 0.5 0.5
A7,0,30,0 0.5 0.5
A7,0,30,0 0 0.5
A7,0,30,0 0 0.5
A8,0,20,0.5 0.5 0.5
A8,0,20,0.5 0.5 0.5
A8,0,20,0.5 0.5 0.5
A8,0,20,0.5 0.5 0.5
A8,0,20,0.5 0.5 0.5
A8,0,20,0.5 0.5 0.5
A9,0,10,0.5 1 0.5
A9,0,10,0.5 1 0.5
A9,0,10,0.5 1 0.5
A9,0,10,0.5 1 0.5
B1,10,90,0.5 0.5 0.5
B1,10,90,0.5 0.5 0.5
B1,10,90,0.5 0.5 0.5
B1,10,90,0.5 0.5 0.5
B1,10,90,0.5 0.5 0.5
B1,10,90,0.5 0.5 0.5
B10,10,0,0.5 0.5 0.5
B10,10,0,0.5 0.5 0.5
B2,10,80,0.5 1 0
B2,10,80,0.5 1 0.5
B2,10,80,0.5 1 0
B2,10,80,0.5 1 0.5
B2,10,80,0 1 0
B2,10,80,0 1 0.5
B3,10,70,0.5 1 1
B3,10,70,0 1 1
B4,10,60,0.5 0.5 0.5
B4,10,60,0.5 0.5 0.5
B5,10,50,0.5 1 1
B5,10,50,0.5 1 1
B6,10,40,0.5 0.5 0.5
B6,10,40,0.5 0.5 0.5
B7,10,30,0.5 0.5 1
B7,10,30,0.5 0.5 1
B7,10,30,0 0.5 1
B8,10,20,0.5 0.5 0.5
B8,10,20,0.5 0.5 0.5
B8,10,20,0.5 0.5 0.5
B8,10,20,0.5 0.5 0.5
B9,10,10,0.5 0.5 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0 1
B9,10,10,0 0.5 1
B9,10,10,0 0 1
B9,10,10,0 0 1
B9,10,10,0.5 0.5 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0.5 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0.5 1
B9,10,10,0.5 0 1
B9,10,10,0.5 0 1
C1,20,90,0.5 1 1
C10,20,0,0.5 0.5 0.5
C10,20,0,0.5 0.5 0.5
C10,20,0,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C2,20,80,0.5 0.5 0.5
C3,20,70,0.5 1 0.5
C3,20,70,0.5 1 0.5
C3,20,70,0 1 0.5
C4,20,60,0.5 1 0.5
C4,20,60,0 1 0.5
C5,20,50,0 0.5 0.5
C5,20,50,0 0 0.5
C5,20,50,0 0.5 0.5
C5,20,50,0 0 0.5
C5,20,50,0.5 0.5 0.5
C5,20,50,0.5 0 0.5
C6,20,40,0.5 0.5 0.5
C6,20,40,0.5 0.5 0
C6,20,40,0 0.5 0.5
C6,20,40,0 0.5 0
C7,20,30,0.5 0.5 1
C7,20,30,0 0.5 1
C8,20,20,0.5 0.5 0.5
C8,20,20,0.5 0 0.5
C8,20,20,0.5 0.5 0.5
C9,20,10,1 0.5 0.5
C9,20,10,1 0 0.5
D1,30,90,0.5 0 0
D1,30,90,0.5 0 0
D10,30,0,0 0.5 1
D10,30,0,0 0 1
D10,30,0,0.5 0.5 1
D10,30,0,0.5 0 1
D10,30,0,0.5 0.5 1
D10,30,0,0.5 0 1
D2,30,80,0.5 1 0.5
D3,30,70,0.5 1 1
D3,30,70,0.5 1 1
D4,30,60,0.5 1 0.5
D4,30,60,0.5 1 0.5
D4,30,60,0.5 1 0.5
D5,30,50,0 1 1
D5,30,50,0.5 1 1
D5,30,50,0.5 1 1
D5,30,50,0.5 1 1
D5,30,50,0 1 1
D6,30,40,0.5 1 0.5
D6,30,40,0.5 1 0.5
D6,30,40,0.5 1 0.5
D6,30,40,0.5 1 0.5
D7,30,30,0.5 1 0
D7,30,30,0.5 1 0
D8,30,20,1 1 0.5
D8,30,20,1 1 0
D8,30,20,1 1 0.5
D9,30,10,0.5 0 0.5
D9,30,10,0.5 0.5 0.5
D9,30,10,0 0 0.5
D9,30,10,0 0.5 0.5
E1,40,90,0.5 0.5 1
E1,40,90,0.5 0.5 1
E1,40,90,0.5 0.5 1
E1,40,90,0.5 0.5 1
E10,40,0,0.5 0.5 0.5
E10,40,0,0.5 0.5 0.5
E10,40,0,0.5 0.5 0.5
E10,40,0,0.5 0.5 0.5
E2,40,80,0.5 0.5 1
E2,40,80,0.5 0.5 1
E3,40,70,0.5 0.5 0
E4,40,60,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E5,40,50,0.5 0.5 0.5
E6,40,40,0.5 0 0
E6,40,40,0.5 0.5 0
E6,40,40,0.5 0.5 0
E6,40,40,0 0 0
E6,40,40,0 0.5 0
E6,40,40,0 0.5 0
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E7,40,30,0.5 0.5 0.5
E8,40,20,0.5 1 0.5
E8,40,20,0.5 1 0.5
E8,40,20,0.5 1 0.5
E8,40,20,0.5 1 0.5
E9,40,10,1 0.5 0.5
E9,40,10,1 0.5 0.5
E9,40,10,1 0.5 0.5
E9,40,10,1 0.5 0.5
F1,50,90,0 0.5 0.5
F1,50,90,0 0.5 0
F1,50,90,0 0.5 0
F1,50,90,0 0.5 0.5
F1,50,90,0 0.5 0
F1,50,90,0 0.5 0
F1,50,90,0 0.5 0.5
F1,50,90,0 0.5 0
F1,50,90,0 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0.5
F1,50,90,0.5 0.5 0
F1,50,90,0.5 0.5 0
F10,50,0,0.5 0.5 1
F10,50,0,0.5 0.5 1
F10,50,0,0.5 0.5 1
F10,50,0,0.5 0.5 1
F2,50,80,0 0.5 1
F2,50,80,0.5 0.5 1
F3,50,70,0 0.5 0
F3,50,70,0 0.5 0
F3,50,70,0 0.5 0.5
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0.5
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0.5
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0
F3,50,70,0.5 0.5 0.5
F4,50,60,0 0 0
F4,50,60,0 0 0.5
F4,50,60,0 0.5 0
F4,50,60,0 0.5 0.5
F4,50,60,0 0.5 0
F4,50,60,0 0.5 0.5
F4,50,60,0.5 0 0
F4,50,60,0.5 0 0.5
F4,50,60,0.5 0.5 0
F4,50,60,0.5 0.5 0.5
F4,50,60,0.5 0.5 0
F4,50,60,0.5 0.5 0.5
F5,50,50,0 0.5 1
F5,50,50,0 0.5 1
F5,50,50,0 0.5 1
F5,50,50,0.5 0.5 1
F5,50,50,0.5 0.5 1
F5,50,50,0.5 0.5 1
F5,50,50,0.5 0.5 1
F5,50,50,0.5 0.5 1
F5,50,50,0.5 0.5 1
F6,50,40,0.5 0.5 1
F6,50,40,0.5 0.5 1
F6,50,40,0.5 0.5 1
F6,50,40,0.5 0.5 1
F7,50,30,0 0.5 0.5
F7,50,30,0 0.5 0.5
F7,50,30,0 0.5 0.5
F7,50,30,0 0.5 0.5
F8,50,20,0 0.5 0.5
F8,50,20,0 0.5 0
F8,50,20,0 0.5 0.5
F8,50,20,0 0.5 0
F8,50,20,0 0.5 0.5
F8,50,20,0 0.5 0
F9,50,10,0.5 0.5 0.5
F9,50,10,0.5 0.5 0.5
F9,50,10,0.5 0.5 0.5
F9,50,10,0 0.5 0.5
F9,50,10,0 0.5 0.5
F9,50,10,0 0.5 0.5
F9,50,10,0 0.5 0.5
F9,50,10,0 0.5 0.5
F9,50,10,0 0.5 0.5
G1,60,90,0.5 0.5 0.5
G10,60,0,0 0.5 0
G10,60,0,0 0.5 0
G10,60,0,0.5 0.5 0
G10,60,0,0.5 0.5 0
G2,60,80,1 0.5 0.5
G2,60,80,1 0.5 0.5
G2,60,80,1 0.5 0.5
G3,60,70,0 0.5 0
G3,60,70,0 0.5 0.5
G3,60,70,0 0.5 0
G3,60,70,0 0.5 0.5
G3,60,70,0.5 0.5 0
G3,60,70,0.5 0.5 0.5
G3,60,70,0.5 0.5 0
G3,60,70,0.5 0.5 0.5
G4,60,60,0.5 1 0
G4,60,60,0.5 1 0.5
G4,60,60,0.5 1 0
G4,60,60,0.5 1 0.5
G4,60,60,0 1 0
G4,60,60,0 1 0.5
G4,60,60,0.5 1 0
G4,60,60,0.5 1 0.5
G5,60,50,0.5 0.5 0.5
G5,60,50,0.5 0.5 0.5
G6,60,40,0.5 0.5 1
G6,60,40,0.5 0 1
G6,60,40,0.5 0.5 1
G6,60,40,0.5 0 1
G7,60,30,0.5 0.5 1
G8,60,20,0 0.5 0
G8,60,20,0 0.5 0
G9,60,10,0 0 1
G9,60,10,0 0.5 1
G9,60,10,0 0 1
G9,60,10,0 0.5 1
H1,70,90,0.5 0.5 0.5
H1,70,90,0.5 0.5 0.5
H1,70,90,0 0.5 0.5
H1,70,90,0.5 0.5 0.5
H1,70,90,0.5 0.5 0.5
H1,70,90,0.5 0.5 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H10,70,0,0.5 0.5 0.5
H2,70,80,0 0.5 0
H3,70,70,0.5 1 1
H4,70,60,0.5 1 0.5
H4,70,60,0.5 1 0.5
H4,70,60,0.5 1 0.5
H4,70,60,0.5 1 0.5
H4,70,60,0 1 0.5
H4,70,60,0 1 0.5
H5,70,50,0.5 0 1
H5,70,50,0.5 0.5 1
H5,70,50,0.5 0 1
H5,70,50,0.5 0.5 1
H6,70,40,0 1 0.5
H6,70,40,0 1 0.5
H6,70,40,0.5 1 0.5
H6,70,40,0.5 1 0.5
H6,70,40,0 1 0.5
H6,70,40,0 1 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0.5 0.5
H7,70,30,0.5 0 0.5
H7,70,30,0.5 0 0.5
H7,70,30,0.5 0 0.5
H7,70,30,0.5 0 0.5
H8,70,20,0.5 0 0.5
H8,70,20,0.5 0.5 0.5
H8,70,20,0.5 0 0.5
H8,70,20,0.5 0 0.5
H8,70,20,0.5 0 0.5
H8,70,20,0.5 0.5 0.5
H8,70,20,0.5 0 0.5
H8,70,20,0.5 0 0.5
H9,70,10,0.5 0.5 0.5
H9,70,10,0.5 0 0.5
H9,70,10,0.5 0.5 0.5
H9,70,10,0.5 0 0.5
I1,80,90,0.5 0.5 1
I1,80,90,0.5 0.5 1
I1,80,90,0 0.5 1
I10,80,0,0 0 0.5
I10,80,0,0 0 0.5
I2,80,80,0.5 0.5 0.5
I2,80,80,0.5 0.5 0.5
I2,80,80,0.5 0.5 0.5
I2,80,80,0 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I3,80,70,0.5 0.5 0.5
I4,80,60,0.5 0.5 1
I4,80,60,0.5 0.5 1
I5,80,50,0 0.5 1
I5,80,50,0 0.5 1
I6,80,40,0.5 0.5 0.5
I7,80,30,0.5 1 0.5
I8,80,20,0.5 0 0.5
I8,80,20,0.5 0 0.5
I9,80,10,1 0.5 1
J1,90,90,0 0 0.5
J1,90,90,0 0.5 0.5
J1,90,90,0 0.5 0.5
J1,90,90,0.5 0 0.5
J1,90,90,0.5 0.5 0.5
J1,90,90,0.5 0.5 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0.5
J10,90,0,0.5 1 0
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0 0.5
J2,90,80,0 0.5 0.5
J2,90,80,0 0.5 0.5
J2,90,80,0 0 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0.5 0.5
J2,90,80,0.5 0 0.5
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0
J3,90,70,0.5 0.5 0.5
J3,90,70,0.5 0.5 0.5
J4,90,60,0.5 1 1
J4,90,60,0.5 1 1
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0.5 0.5 0.5
J5,90,50,0 0.5 0.5
J5,90,50,0 0.5 0.5
J6,90,40,0.5 1 0.5
J6,90,40,0.5 1 0.5
J6,90,40,0 1 0.5
J6,90,40,0.5 1 0.5
J6,90,40,0.5 1 0.5
J7,90,30,0.5 0.5 0.5
J8,90,20,0.5 0.5 1
J8,90,20,0.5 0 1
J8,90,20,0.5 0.5 1
J8,90,20,0.5 0 1
J9,90,10,0.5 0.5 0.5
J9,90,10,0.5 0.5 0.5
J9,90,10,0.5 0.5 0.5
J9,90,10,0.5 0.5 0.5
J9,90,10,0.5 0.5 0.5
J9,90,10,0.5 0.5 0.5
J9,90,10,0 0.5 0.5
J9,90,10,0 0.5 0.5
J9,90,10,0 0.5 0.5
J9,90,10,0 0.5 0.5
J9,90,10,0 0.5 0.5
J9,90,10,0 0.5 0.5
